author,description,name,state
 青衫影影,介绍:    身为超时空管理所的一员，珺瑶一直努力向前辈们学习，致力于打造富强民主文明和谐的宇宙价值观。但是珺瑶最近接的任务都很奇怪。要去修补时空漏洞可以，可是为什么要穿越到一个老太太身上？还是个吝啬自私极端自我的老太太，这也就算了，她还长得丑！这无法原谅！要去平衡世间怨气也可以，可是为什么她又穿越到了一个哑巴身上？还是个满脸麻,快穿之超时空管理所,连载
 锦惜元,介绍:    你可曾体会过百年孤独？游离在人群之外看着别人的喜怒哀乐却无能为力？直到遇到那个能够将我带入联系之中的人的时候，真正的冒险才刚刚开始。这个异世界充满苦难，却因为有你变得那么美好。五岁萌系小萝莉，十岁傲娇正太小太子，身负异空间，一群萌哒哒神兽相护，携手升级打怪，能群殴何必单挑呢？,太子殿下的彪悍小娇妻,连载
 珍若水,介绍:    修仙大陆，林家长女林卿为报灭门之仇坠入魔道，成为一代魔尊，在报仇之时，与敌人同归于尽。再次醒来，重生在地球上一个同叫林卿的花季少女身上，从此开始了她的传奇故事。江北辰，江家第三代人物，中部军区特种部队龙牙的教官，古武天才。初次相遇，他受了重伤，晕了过去，倒在了她的秘密山洞门口。她本不想多管闲事，可又不想对方死去污了,冷酷战神独宠仙妻,连载
 若雪三千,介绍:    没有什么会比死过一次，更让人蜕变在重新睁眼的时候，她便贯彻了一个信念，那便是自己不拜天地！不立乾坤！不羡神魔！只信自己！有事没事别惹我，我疯起来连我自己都害怕——————————哎，听说过玄一吗？当然听说过啊！那姑娘……邪的很！,天才玄药师,连载
 花诀,介绍:    光明神殿有女，乃大陆百年不遇之奇才。五岁能修炼，六岁晋升成为一阶灵师，世人皆叹此女日后必将突破壁垒触及神阶。如此天纵之才，却在八岁觉醒天赋属性之时因误食九品灵草而走火入魔，从此筋脉堵塞跌落神坛，灵力无法再进寸步。——世人再叹，天妒英才，着实可惜。就在全大陆都在替她哀恸惋惜之时，当事人慕容曦叹了口气，人艰不拆！要论天,神女猎魂姬,连载
 花愿缘,介绍:    系统君！您这挂开的也太随意了吧！平淡无奇的女高中生携要啥有啥的挂逼系统，顺人设搞笑，画风清奇的基友穿越异世的搞笑日常。【小剧场1】蒋粒粒啃着手中的苹果“挂逼统，你有办不到的事情吗？”“有啊，我不会生孩子！”“额，这你确实不能哈！”蒋粒粒讪笑，统子这是在讲笑话吗？好冷哦，我苹果都抓不住了！,举报系统君开挂,连载
 傅落凝,介绍:    世人修仙，玄盈修妖。穿书做了五百年祖师奶奶，本以为抱紧了男主大腿就能高枕无忧，却不想再次被逼成了反派，七个哥哥被杀。一朝身死，重生一世，幸好，一切还来得及。这一世，哥哥们由她来护着。万妖群聚，奉她为尊。一代妖皇，强势崛起。“祖师爷，祖师奶奶又跑去找那小和尚了。”某祖师阴沉着脸把她抵在墙上，“我不好?你对一个和尚念念,重生之绝世妖皇,连载
 桃子小仙,介绍:    她，妖界最下层的妖奴，不甘低贱，誓要将天下欺负她的人尽踩在脚底。他，妖界至尊，无上妖皇，呼风唤雨，杀伐决断，是妖界最为神秘的男人。她遇上他，本以为会死无葬身之地，没成想误打误撞成了他的小跟班。随着层层迷雾的揭开，一场又一场的阴谋渐入眼底。是天生一对还是孽缘一场。……“走着瞧！我的妖力马上就会超过你！”“你说的马上是,妖王大大，快宠我,连载
 天生好命,介绍:    “不好啦！无妄海长出了第十九根擎天柱，幻影神山升高了四百多米，冥王的地宫被拱塌了两回，天君生的儿子一出生就挨了三道天雷，魔尊养了三千年的寻芳草枯死了，妖界女君的女儿天生无命呢！”“哦？人界呢？”“人界四处下珍珠，人皇倒是捡了个大便宜！”“怎么回事儿？”“不清楚啊，不过据说和一个叫奈姀的人有关！”“奈姀是谁？”…,魔女逆天：师父，好吃吗,连载
 倾言昭,介绍:    倾战简介：天道诛邪，何为正？何为逆？世间各道无非都是为了都只是为了“生存”二字罢了。一念成佛，一痴成魔，前世，她为佛，云云浮华，她勾勒了世间的繁华似锦，可最终惨戚凄凉，万人诛杀，世间难容。巅峰坠落，无间地狱，日夜煎熬，猎千魂，伏万魔，终得魂魄重组。当一抹朱砂重现天日，却因灵魂受损，失去记忆。身世惨淡，面临生死危机，,战倾昭华,连载
 蓝岚天空,介绍:    重生异世，孟君凌立志把前世赚到的钱再次赚回来，住最大的房子，睡最舒服的床。只是这实力不允许啊，总有刁民心眼特多。想抢生意，抢药方，谁给你的胆子？无耻亲戚想霸占本姑娘的产业，花本姑娘的钱？你怕是不知道本姑娘前世是个当杀手的吧？本姑娘重新做人不代表放弃自己的理想。所谓空间灵泉在手，天下我有。尊上在侧，走上人生巅峰不用愁,凤倾天下：邪尊狂妃,连载
 谷余音,介绍:    本文主要是以凡世之中人族与狐族帝王为天地清明，人民安乐历经艰辛，一步一步走上帝位，平定天下的故事。“你们是来求医的？”好看的眉毛挑了两挑，带点调笑的笑容露出萌萌尖尖的小虎牙，一对浅浅的笑涡似是将这漫天的竹风都装了进去……抬头看着斑驳的月光，一滴晶莹坠入尘埃，轻摸自己的脸颊，女子有些发怔：“这是…泪水，我以为我再不会,狐影仙踪凡世缘,连载
 逃茶,介绍:    寡薄清冷如他，也会柔情说道“阿妥只管做好自己，你放火我便为你添油，你杀人我可给你递刀。”从不在乎别人生死与想法的他，也会捉紧她手臂，说“别背叛我，其他随你。”在他只剩下一年寿命的情况下，依旧漫不经心道“比起神髓还魂丹，更想与你享受这一年的相濡以沫。”桀骜不羁如她，携恨重生，红颜男装，天下皆盘。前世她顺走他的宝贝，从,最强废材：大神相公来盘我！,连载
 晓晓十八岁,介绍:    灵气复苏，妖族肆虐，外界种族虎视眈眈，这是一个弱肉强食的世界，种族的延续没有后悔；没有眼泪，更没有后退之路！一人手持利剑，站在星空中自语：犯我地球者，虽远必诛。,银河君主,连载
 沙冥,介绍:    武道神话消失在天之尽头三百年后，一个来自地球的普通上班族，却一头扎进了这个世界。不能习武？天生废体？抱歉，我是这个世界唯一的修真者…,武神世界的修真者,连载
 深夜地铁客,介绍:    拉斯普京，号称巨人妖僧。传说他的眼睛具有神奇的魔力，能够让女人对他神魂颠倒，他甚至与俄国皇后是情人。所以尤苏波夫亲王让他吃了八块有氰化钾的蛋糕和葡萄酒，竟然没有任何反应，尤苏波夫又向他开了一枪，打穿肺部，但是他倒下后却又神奇地跑了出去。尤苏波夫赶紧再打他六枪，又用杠铃猛击他的头，用布包起来，扔进冰窟。尸体之后经过法医验尸是溺水而死，不是枪击和重击而死，而且在冰水中活了八分钟之久。,俄罗斯大妖僧,连载
 剑无云,介绍:    开启重生人生系统游戏。重生人物：太监王重。任务目标：受人敬仰。王重：太简单了。“叮！”“成功解锁新重生人物：秀才王二平。”“任务目标：让媳妇看看我的厉害，敬佩我。”王重：是祸躲不过，娶就娶了吧，让她知道知道什么叫残忍。,不一样的恶魔人生,连载
 江流无尽,介绍:    灵气纵横，化为诸天之域大荒无垠兮，亘古永初天地造化兮，万物为铜蛮荒斗兽兮，凤翔龙腾三境三天兮，玄始元动一个来自古老宗族的不凡少年，跨越诸天，斗战神魔，以天为鼎，以地为炉。翻云覆日月，覆雨收星辰，所有有灵之万物，皆入我鼎炉。如此这般，是为诸天之主！我有超云志，欲达无上道！,诸天圣尊,连载
 河大宝,介绍:    饲养员江宁穿越了，得到一个神秘传承，再次成为一名光荣的饲养员，不过这次他所养的东西，很不一般，养铁牛神虎、养苍鹰玉兔，养天地正气，养人间万物。路见不平，以铁牛冲之，神虎伏之，苍鹰啄之，玉兔降之，天地正气镇之……这是一个饲养员江宁携万兽闯荡世界的新玄幻故事。,大饲养师,连载
 没人爱的猫,介绍:    某系统：“叮，王海明使用你炼制的聚灵纹突破了炼体一重，气运值+10！”某系统：“叮，刘波使用你炼制的聚灵纹突破了炼体一重，气运值+10！”某系统：“叮，陈凯在你的指导下浑元桩入门，气运值+10！”……姜皓：“怎么都是气运值+10啊？”某系统：“境界太低！”,全职业大师养成系统,连载
 梁家三少,介绍:    一代狂神李狂，狂霸一生，一刀在手，败尽天下英雄，但是，在他渡劫之时，却是被最爱的人暗算，陨落在了天劫之下，仙武路绝。李狂重生六百年后，昔日红颜，已经是一代圣主，俯瞰苍生，睥睨天下，但是，这又如何，既然让我重活一世，我便再狂霸一世，再脚踏天下，再败尽敌手，再登武极巅峰，一代圣主又如何，照样将你踩在脚下！,武极狂神,连载
 伤感的情歌,介绍:    外星人为何屡屡造访地球，有何阴谋？地球内部究竟隐藏着何种可怕的种族？丧尸从何而来？地球被外星人，魔族，丧尸，变异兽肆虐之下，人类为了生存与其爆发了极为血腥残酷的战斗，在席卷全球的灭世浩劫下，人类最终结局会是如何？求点击，求收藏，求鲜花，求关注，求评论，各种求。。。,重生之浩劫天降,连载
 公天下,介绍:    开局一条蛇，进化全靠吃，迟早有一天，俺要变成十凶大真龙。无限流诸天万界:九州大陆，白蛇缘起，风语咒，狐妖小红娘，斗气大陆，宝莲灯前传，遮天，大主宰，完美世界，后续待定。,我以妖格担保,连载
 情史尽成悔,介绍:    大争之世，道法齐鸣！真武圣宗的老人坐于柳岸河畔垂钓鱼台，忽闻龙吟阵阵，三千鲤鱼叩命门，化作万丈金龙，腾于苍穹，翩若惊鸿！有力士徒步丈量天地，有僧侣枯坐寺庙三千载，一朝顿悟，天降祥云，万法喝彩。血月黑夜，长虹断日。有剑客背负木剑，转身抬手，万里山河尽皆寸寸断裂。城南衣衫褴褛的叫花子拿着一根破败柳枝，就敢杀上一门三帝的道门圣庭。时间轮回，空间破碎！徐子墨发现自己重生了。带着前世一身惊天地的修为和所有记忆回到了少年时期。但剧本不对的是，他的设定可是个反派啊！这是一个反派一步步登上大魔王王座的故事。为了能成为终极大魔王，徐子墨只能将挡在前面的人都一一击败，包括那个自称有着主角光环的男人。,我真的是反派啊,连载
 三岁爱小仙女,介绍:    突破了种族桎梏的毒液，打破漫威宇宙壁垒降临到现实世界，并找到了合适的宿主这将会是超神的开始。余宗在濒临死亡的状态下，得到了破界而来的毒液并成为了它的宿主，而历代宿主的记忆也被他传承，刑＊，＊人，杀手，医生，舞者，让他的人生拥有了新的可能。而其中的武道神话人物的记忆，又会让他走向怎么样的高度？以武入道不再是传说，通向武道巅峰更不再只是梦想。更别说毒液可以吞噬能量,诸天之从毒液开始,连载
 斑鸠鸽鸽,介绍:    巫师，魔法，怪物，鬼魂，精灵，，龙！,驯兽小巫女,连载
 酒煮核弹头,介绍:    八百年前，世界各地的天空开启了三千座虚空大门，宛若三千颗不同颜色的眼瞳悬挂于天穹之上，无数怪物从眼瞳之中汹涌而出。有一击之下能摧城毁墙，体型巨大，以人肉为食的巨型种；有寄生人体，汲取人体营养，控制人类为自己服务的寄生种；有潜藏于人类城市，伪装成人类模样，以人血为食的噬血种……一夜之间，人类沦为了食物链最底端的生物。整个世界，成为了怪物的乐园……,怪物乐园,连载
 我会修空调,介绍:    散发异味的灵车停在了门口，天花板传来弹珠碰撞的声音，走廊里有人来回踱步，隔壁房间好像在切割什么东西。卧室的门锁轻轻颤动，卫生间里水龙头已经拧紧，却还是滴答滴答个不停。床底下隐隐约约，似乎有个皮球滚来滚去。一个个沾染水渍的脚印不断在地板上浮现，正慢慢逼近。凌晨三点，陈歌握着菜刀躲在暖气片旁边，手里的电话刚刚拨通。“房东！这就是你说的晚上有点热闹？！”书友一群819098233；二群724779368,我有一座恐怖屋,连载
 阿诺哥哥,介绍:    王天宇穿越了……然后，王天宇发现他的脑海里，多了一个奇怪的东西。“基础修炼法:第九层（可提升）。”“基础拳法:第一层（可提升）。”看着后面的那个提升字样，王天宇心念一动。“提升！”……,我修炼有外挂,连载
 东方星尘,介绍:    严肃版简介：月光下沉睡的海底之城，怪异的低语在天空回荡。不可名状的身影，旧日支配者的诅咒……这是一款克苏鲁题材的虚拟游戏，你将会扮演一名调查员去探索秘密和真相。前方的未知是你最大的恐惧，因为你根本不知道接下来会遇到什么。现在，请务必保持你的理智。欢迎来到，《噩梦游戏》的世界！轻松版简介：“拉莱耶海鲜城，盛大开业了！”“章鱼小丸子，买一送一。”“鱼头泡饼，八折优惠！”“只要九九八，萌萌哒的奈亚子,噩梦调查员,连载
 阳君,介绍:    【恢复指环】、【玄明盾牌】、【淬毒宝珠】……一个肌肉大汉，身居六格装备栏！一个以妖魔的力量，对抗鬼怪的世界！一个用六格神装，碾压敌人，踏上巅峰的故事！,六格神装,连载
 枫雪乱,介绍:    岁月如刀斩天骄，不做天仙终成土！仙者，如人攀山！俯首万古，谁人登仙？交流群：885109173,钧仙,连载
 风卷残云雨倾城,介绍:    中二版：恍惚一梦，他已蜕去凡身！孑然一身，世间万事如梦！灵气复苏，亿万生灵苦寻长生。却不知，苦修百载，不如他悲怜一叹。一念乱因果，一掌覆乾坤。普通版：本书讲述的是，主角在灵气复苏时突兀觉醒，成了岁月妖后，无敌于天下，日常咸鱼坐看天下风云变幻。再觉醒能力，一个人自娱自乐，创造新世界的故事…主线慢热成绩差，欢迎喜欢的收藏推荐打赏，不喜欢的？能假装喜欢，再收藏打赏一下再走吗？谢谢合作…,灵气复苏中的岁月妖,连载
 荣小荣,介绍:    这是一个科学和魔法并存的世界。这里有人追求强大的魔法，也有人寻求永恒的真理。异世穿越而来的理科学霸，从小小的图书管理员做起，左手魔法，右手真理，一脚踢开了新世纪的大门。有人称他为魔法的先行者，有人说他是科学的奠基人。也有人这么形容他。在新世纪，布莱尔是邪恶的象征。,我的学姐会魔法,连载
 青山失魂,介绍:    当某位筑基真人为缺少灵石发愁的时候，王浩坐拥整座极品灵脉，无数灵石当弹子玩！当某位金丹祖师梦寐以求一只凶兽灵宠的时候，王浩手下千万妖兽小弟，随便一只都有上古神兽血脉！当某位元婴老祖为获取一点先天真灵突破瓶颈，不惜倾家荡产的时候，王浩躺在满池先天灵泉里面，惬意搓澡！……随身山海世界，拥有无尽资源，身为主人的王浩，却很苦逼烦恼。“老天啊，你给我无穷无尽的资源，却让我魂穿一个没有,随身山海世界,连载
 回世罗杰,介绍:    我，罗杰，回来了。曾经的大盗，因死神潘多拉项链，到另一个世界，历万苦成英雄，险丢命，后成兽，突破潜能，寻12金装，觅元素宝石，克服兽化成绝世高手。实在无法承受那一刻之痛，意外传回。无论如何我也要寻找你，就是你，别走，就是你了。,时空和世界都在寻找你,连载
 满目飞花万点,介绍:    其实，每个人都活在自己也并不清晰的世界里。于你眼前消亡的一切，或许在另一个平行的世界中正在萌生所以，爱了、散了、生了、死了、其实一切只是一个开始。墨心儿苦苦奋斗了三个月得来的工作，没成想第一天报道就和老板打成了狗！以后的日子还要怎么混？女主：你想怎么死？男方：我想活活美死！,平行世界之彼岸生花,连载
 婧瑶本尊,介绍:    相对来说安素瑶也算是自由的，她所在的素瑶工作室是她一个人说了算，她若想休息，自然也没人敢有意见。是啊，谁还能有意见呢？工作室一共就她一个人，室长兼员工都是她。只是，这个自以为是傲视万物的室长，很多事情都不按常理出牌，画个插图还要看心情，做个logo还要选日子。这期间，她出书、开调酒居等没少折腾，但都是入不敷出。和正,平宙乱穿,连载
 墨婉颜,介绍:    初见，他路遇截杀，她意外经过，风掠帘卷，一眼万年，她当场“英雄救美”。再见，他是闻名京都的七王爷，她是足不出户的卿家大小姐，初次交锋，旗鼓相当。后来，他是温柔残忍的隐阁阁主，她是身份神秘的千面女侠，一路纠葛，最终携手。……不同地点，不同身份，相逢是你，相遇是缘。,天下卿,连载
 湿晴天,介绍:    展翅雄翱九天上，雏战风起一生死！,战雏,连载
 淡淡的幽伤,介绍:    人见人爱花见花开的江小花，一生最大的愿望就是修炼成一只凤凰，成为一只神鸟，让世鸟称颂百鸟臣服。然而却在进阶的那一天遭遇了天罚，命大醒来时竟然成为了一个不能修炼没有半点灵气的废柴，要嫁给一个活不长的短命鬼。我嫁你奶奶个腿儿，三十六计走为上计。不了此举竟惹来了传说中的未婚夫，对她穷追不舍。上一秒，“你这个愚蠢的人类，给,极品废柴：家有娘子猛如虎,连载
 陈歌马晓楠,介绍:    那天，全都在国外劳务的父母姐姐突然告诉自己，你是一个富二代，拥有万亿家产！陈歌：我居然是富二代？,至尊人生陈歌,连载
 牧童甲,介绍:    当白夜登上世界的巅峰回首过往的一切从痴傻少年到修仙界的钢铁侠在诡谲的人心中杀出一条血路从伤情浪子到万法之尊在复杂的世界中砥砺前行他是天地棋盘中最耀眼的一块棋子“不要以为你能算计我，我只是陪你演到最后。”“弑神灭魔？呵呵，各位幕后黑手都弱爆了。”“我，白夜，要怼的是作者！”——————————————————----这是一篇读者可以跟主角互动的小说。主角的,演员修真日记,连载
 古城散人,介绍:    一个弃婴，苦难的童年，转世封印了他所有的记忆，冥冥中各方指引，重新历练各界的酸甜苦辣，携手前世今生的缘起缘灭，与美同行，了缘结缘，经历，积淀，喷薄，痛苦，依旧不改真性情，涓涓细流汇成大海，星星之火成燎原之势，一个创世神的重开创世之路，不经历九九八十一难怎能看见花开满园……,神邸之门,连载
 叶起秋风,介绍:    有着凤凰和九尾狐血统的凰狐女，一直在欺辱中苟且快活；机缘巧合以男子身份赎罪立功，与天族太子一起日久生情，患难与共，天后的报复，天皇的阴谋，情敌的陷害，看这个软弱无助的凰狐女如何历尽人世沉浮，彰显一世风华。,凰狐,连载
 星殒落,介绍:    一夜醒来，世界变了，学习的目标变成了去异界战斗。两个不同的灵魂融合在了新的世界，将如何面对未来。杜幽：我没有系统，但我有两个职业。,地球穿越时代,全本
 钦瑟,介绍:    九阡邪，二十一世纪不轻易崭露头角，行居幕后的避事主义者；敌友成棋，擅于智谋，为达目的不择手段，唯利无节操的现实主义者；薄淡随性，狡诈如狐，精明而懒散的冷血暗黑系实力至上主义者。一觉醒来，魂在异世，莫名穿越成了没权没势，没爹没妈，一无所有的天生痴娃九阡邪。一入九洲深似海，从此节操是路人，天下九洲，废邪当道，左肩龟，右,劫回缘：废材九阡邪,连载
 纯情犀利哥,介绍:    许无舟穿越了，惊愕的他发现自己成了上门女婿，不只是公认的废物蛀虫，还在新婚之夜躺在了新娘闺蜜的床上。吃顿饭却误入青楼，清冷的妻子对他失望透顶，老丈人打发他去家族武堂，任他任生任灭。可他却因为穿越，得,万古第一婿,连载
 房子鱼,介绍:    或许是天上的酒酿得太好了，神明们都喝得犯困了。又或许是世人懂得祈愿愈来愈多，神明都处理不过来了。于是乎，“奉师”便出现了，他们以愿为生，而她也是其中一个。她已经一个人活了好久好久，曾经身边的一匹马便是她的全部。直至后来一个孩子缠上了她，她的身边从此也就多了一个他。他一心认定自己能永远和她在一起，她教了他许多，他也学,奉师,连载
 天地有缺,介绍:    去了一趟洪荒，哦，任督二脉被打通了。再去一趟，成了仙门宗派眼珠子发红的先天道体！什么，你是三世散仙转世的仙葩，三千外功已圆满，百年能成仙，不要紧，我已经成了洪荒人族先师，地仙祖师，功德无量，正在朝着金仙道君冲击！,我家后门通洪荒,全本
 零下九十度,介绍:    制卡师是一个很普通的职业。简单来说，就是将各种能力、幻境、影像等等，封装在空白卡中，以方便使用。而原本打算做一个咸鱼的陆鸣，现在却有一个不太咸鱼的梦想——他想把整个世界装到卡牌中。梦想还是要有的，万一实现了呢？,超神制卡师,全本
 眉小冉,介绍:,傲世女王的蛇精之旅,连载
 哇哦安度因,介绍:    李想回到了过去，来到了决定他命运的那场高考。手握涂卡笔的他深吸一口气，前世的他倒在了这场考试上，在社会无情的齿轮下灰飞烟灭，重来一次，他一定要活出一个不一样的人生。翻开试卷的刹那，他忽然呆住了——“亚陆1区高等学院招生统一考试——魔术计算”,极夜玩家,连载
 道星辰,介绍:    睡了一觉，醒来后，居然重回学生时代了？嗯？武科高考、次元裂缝、世界危机？幸好，觉醒了系统，挨打就变强！“我就站在这里，谁能打得疼我，就算我输！”,灵气复苏时代的肉盾,连载
 子爵的青花瓷,介绍:    从1981年算起，穿越到英国已经十年了。开始以为能利用重生优势先知先觉，三十岁以前实现财务自由。结果十一岁生日当天，脑海里叮的一声------万界杂货铺已开启，请店主接受第一个任务。看来，一个全新的未来开始了。但是，谁告诉我信箱里这封霍格沃茨通知书是怎么回事啊Σ(°△°|||)？,哈利波特之万界店主,连载
 眼前是明昼,介绍:    你还记得无尽山吗？那个一切开始的地方。“楚彻离，你道我是妖，祸你大兴天下””你为大兴最好的捉妖师，那你可知，我是什么妖？”“如此兴师动众，连天界也派了人来，可真是好大的面子。”简书看着他，笑得泪眼迷蒙。高高在上，大慈大悲的神。我真的很荣幸啊，短短几千年，让你来两次杀我。那就，再让你杀我一次吧。自此以后，一别两宽。遇,魔君留步：黑心大神甜心妖,连载
 方朕,介绍:    天赋无形无质，生而注定。如果量化，有的人只有一点，有的人成百上千甚至上万。但无论天骄还是废柴，一旦身死，这些天赋便消弭于无形。如果天赋能回收……杨青穿越到武者为尊，强者至上的玄幻世界，在强大的靠山倒台后，各种危机袭来之时，猛然发现自己能回收天赋点数，用这些点数不断提升自己的天赋。(书友群996399372),回收百万亿天赋点,连载
 爱潜水的乌贼,介绍:    蒸汽与机械的浪潮中，谁能触及非凡？历史和黑暗的迷雾里，又是谁在耳语？我从诡秘中醒来，睁眼看见这个世界：,诡秘之主,连载
 江山如故,介绍:    【宠文+异能+虐渣+娱乐圈+特工】他，军门权贵，疏离淡漠，腹黑薄情，却宠妻如命。“都说新晋影后是个神经病，不近男色，我偏不信！”她，暗夜女王，至尊千金，性子乖张，人美心狠。“我若喜欢一个人，得不到，我便毁了他！”初见，她便压他利用他。“没想到近距离的傅影帝，更加美的勾人魂摄人魄，啧啧，看看这双风流眼，要了多少小姑娘,重生暖婚：全能娇妻宠上瘾,连载
 老哲,介绍:    是谁在漫漫寒夜中点燃了一枚火种，在十四年间虽然有时大火燎天有时只是火星点点，可是火种未断永远相传！是哪支部队以四万没有支援没有补给的武装在白山黑水间与几十万日本侵略者缠斗，最后只剩下区区几百人？有一种精神叫不屈，有一支队伍叫抗联！别人都叫他雷小六，他从十六岁加入抗联，当抗战胜利他已人到中年，可是已经没有人知道管他叫雷小六了，因为知道这个名字的人都已魂系白山黑水间。抗战老兵不死，在他面前没有人敢自称比他还老！雷鸣，一个小人物的抗战。老哲新书抗联薪火传！,抗联薪火传,连载
 宅猪,介绍:    苏云怎么也没有想到，自己生活了十几年的天门镇，只有自己是人。他更没有想到天门镇外，方圆百里，是鼎鼎有名的无人区。临渊行。黑夜中临深渊而行，须得打起精神，如履薄冰！书友群群号，978862507,临渊行,连载
 稀释风度,介绍:    意外经历一穿玄幻世界的秦天，才刚出小山村，又二穿回星际时代世界。在灵气复苏百年左右的星际时代，秦天觉醒的职业十分稀有，但依然如前世一般，资质垫底。他一度以为自己的人生又只能蹲草丛、苟生活。万万没想到，这次居然被系统眷顾了。这是一个能量系统……不，是“摸摸”系统！稳住，别浪？那是不可能的了，这辈子都不可能了。如何在资质低下的情况下发育？别问，摸就完事了！换神器,我有一只战斗鸡,连载
 南微北尘,介绍:    穿越成为变种人一员，觉醒一级“驾驶”能力，在多灾多难的漫威世界，苏北辰表示很慌，怎么办？在线等挺急的！！！,驾驶漫威,连载
 分飞雁,介绍:    这是只有道法的世界。魑魅魍魉当道，法术百家争鸣。尸解、服丹、赶尸、扶乩、符箓、香火……秘法万千。夜叉、恶鬼、妖道、邪僧、天魔、鬼神……妖魔缭乱。黑白难辨，正邪不分。周玄降临古代世界，茫然四顾，世间皆敌……（通俗版：一个邪气十足的志怪世界，一个侠气十足的任侠之士）,道法的世界,连载
 十三灰,介绍:    前辈系统在手中，传功授业很轻松。天才少年来挑战，派个弟子往前冲。无赖老辈来欺压，一拳出手打他怕。抱月门掌门陈抱月，要做修行界最高最强的前辈高人。陈抱月：我的目标，就是这个世间，再不会有能当我前辈的人。,我竟然成了前辈,连载
 汇天涯,介绍:    地球人罗天无意激活混沌空间，得以穿越所在宇宙的附属虚宇宙的资格。盘龙世界和吞噬星空世界因为他的到来变得更加的风起云涌。毁天灭地的圣域魔兽，强大的星空巨兽，三个世界从此不再平静。,吞噬盘龙,连载
 永恒之火,介绍:    世界中心的奥林波斯山上，众神之王宙斯紧握雷霆之矛，笑看诸界。他的面前，众神如林。北方的白银之厅，至高王座上的奥丁手持天界之枪，俯视世间。他的眼中，无尽风雪。南方的尼罗河畔，掌舵太阳船的阿蒙，目光落在爱琴海上。他的脚下，枯骨如山。两河之地，光明与智慧之主玛兹达执掌永恒之火，西望天下。他的英雄王吉尔伽美什背负神谕远征希腊，战船如海。柏拉图学院中，一个叫苏业的年轻人，,众神世界,连载
 蓝色大桶,介绍:    大家好，我是斗破里的炮灰，石族石浩然，我很慌，怎么办。催更群：335034046,斗破之石破天惊,连载
 程建丁,介绍:    民以食为天。苏小年偶得神级美食系统，化身为天！你想要获得获得精湛医术，成为无上医仙？找苏小年，一顿饭的事！你想要获得一身功夫，成为无敌战神？找苏小年，一顿饭的事！你想要获得美丽容颜，成为国民女神？找苏小年，一顿饭方事！你想要获得无数金钱，成为世界首富？咳咳，找苏小年，先把饭钱结了！总之，有梦想，找苏小年，一顿饭，万事ok啦！,都市之神级美食系统,连载
 青衫仗剑,介绍:    九州大陆，万族林立，天骄并存。传说修为高深的修士，能够搬山填海，手握日月。少年因神秘剑匣，十年磨一剑，从此锋芒毕露，手持三尺青峰，败尽万千天骄。分享书籍《剑帝》作者青衫仗剑,剑帝,连载
 六月,介绍:    《元卿凌宇文皓》是六月精心创作的玄幻魔法，实时更新元卿凌宇文皓最新章节并且提供无弹窗阅读，书友所发表的元卿凌宇文皓评论，并不代表赞同或者支持元卿凌宇文皓读者的观点。,元卿凌宇文皓,连载
 榴莲只吃皮,介绍:    这片大陆上，每隔几百年都要从异世界召唤勇者穿越而来，与魔王展开殊死战斗。,给勇者们添麻烦的勇者,连载
 江湖再见,介绍:    废材？垃圾？本座调教下，全成为了天之骄子。圣尊？魔帝？本座念及修炼万载不易，收来做看门弟子。神器？至宝？本座弟子人手好几件。冷若冰霜？妩媚妖娆？温婉动人？傲娇泼辣？性格迥异的美女一个不能少，全是本座的女……嗯，没错，是女弟子。“众弟子，随本座踏平山河万川！”,万古最强宗,连载
 行小风,介绍:    她，二十一世纪位面任务界的大佬，一朝被雷劈，竟然来到了梦寐以求的修仙界。自此修仙、打怪、炼丹外加欺负自家小弟，过的那是风生水起，好不快活。他，这修仙界的本土大佬，云游四野，放荡不羁。当二者相遇，会碰撞出怎样的绚烂花火呢？,穿越之缘起一道雷,连载
 玄雨,介绍:    妈蛋，要死了，居然和一只二哈共享金手指！快点刷新一下属于我的任务啊！我才不要去完成啃骨头一个小时，更不要对面前小女孩舔脸十分钟的任务啊！,我和二哈共系统,连载
 张青蒸,介绍:    大明星季葵小时候经常被问：你妈妈是做什么的？幼儿园时回答：做机器人的！妈妈最厉害了！小学时就回答：是比赛冠军！妈妈最棒了！初中时就回答：做生意的。（做人要低调）高中成名后答：最近在教书，听说收了不少学费，哦，不，是学生。记者：季大明星！你这个改口未免太生硬了！,我妈是外来物种,连载
 兔子折竹,介绍:    “对不起，我食言了。”萧澈错愣间，伸手轻柔地替少女间脸上的污秽抹去，可是萧澈的手尚未接近，少女突然一转神情，甩开了他的手，双眼猩红失笑地望着他，好似在看一个笑话一样。“我弑父杀母，灭族毁宗，可当真是罪大恶极之人，别人喊打喊杀都来不及，你月曦君，那是多么正义凛然，人人颂德的名门修士，居然说要帮我，哈哈哈！你觉得我会信,重生之宗主大人请下嫁,连载
 鲸猫,介绍:    莱尔斯顿的每个人小时候都听说过关于「住在城堡里的魔女」的故事，可他们仅仅觉得这是个故事莱尔斯顿有个不被人待见的公主殿下，她不这样认为因为不被人待见，离开这个国家也无所谓。那么就走吧，去寻找那个故事里的失落在人世间的魔女——我将会代替你，以你之名,以失落魔女之名,连载
