author,description,name,state
 春去花不在,介绍:    一颗脆弱的心，怎样才能被保护。爱与恨，能否对消？上古秘辛，人性善恶，又有怎样离奇诉说？如果有那么一天，那一生的浮沉，都将化为那抹粉沙，吹落在时间的尽头。出生的那一刻起，便被注定的命运，能否奋起反抗，逃脱命运的安排？（正文版～我从小长大在部落，没见过外面的世面。婆婆说我十四岁有个大劫。什么？我竟然被一只兔子拐卖了？外,月石记,连载
 马禄存,介绍:    女子腐宅便是德，耽误了我这个曾经积极向上的祖国花朵。想我堂堂袁天刚第58代后人如今只能靠在网上贩卖符咒过活……真是无颜面见列祖列宗啊！还不是怪我那不靠谱的爹妈……常年以在外游历为由，将幼小无助的我独自丢弃在这个破房子里。还好有那只贱狐狸可以每天让我虐！,祖传淘宝店：妖怪请接招,连载
 空谷美人,介绍:    作为四海八荒唯一的神女，风华绝代，智多近妖！出神界，蛇蝎美人敢打我？挖你灵泉！妖孽男子见死不救？坑了就走！扮猪吃老虎，腹黑狡诈不露相！八荒贪婪，群起弑神？做神太累，那便化魔如何？混沌元界认主，四海神兽臣服，堕神为魔！等等，那妖孽，你什么时候也变身成魔了？月儿，黑白两道都是本尊的，你随便玩！我想玩这四海八荒也行？本尊,堕神魔妃太腹黑,连载
 卡西莫夕,介绍:    临别之际，风筝对准南宜太子的脸就是一顿狂踹。她是医毒双绝的第一特工，再睁眼，却成了一尿成名的软弱皇子。自带空间渡，渡命渡身渡魂魄，当软弱褪去，她成了黑心黑肺黑肝货，一路黑到了尽头。但，皇子之路不好走，前有狼儿后有虎。几次照面，她成了美人太后心尖上的爱宠，收神剑，契圣鼎，逆天命，玩权术，炼丹，制毒，解蛊，打怪。她说，,全能凰主：妖后，开撩！,连载
 黑色榴莲,介绍:    化神期高手薛璃穿越成被拍卖的小可怜，没有灵基不能修炼魔法，身份低微被人看不起，还被帝国二王子抛弃，这个世界灵气稀薄还不能修炼。没事，她找到了一个蕴含灵气的人。薛璃：前面那个快要死了的人等等，我要吸取你身上的灵气，进行修炼。西斯：家里有个每天都要亲亲抱抱才起得来的人，怎么办？,异世之嫁给废材,连载
 浪荡小书生,介绍:    华夏一族的天才修真少女，一觉醒来后发现自己沦落异世，灵根武性具废。蝼蚁尚且偷生，曾经的天之骄女又怎么可能自甘平庸。说我废物？好，那我倒要看看你们所谓的天才如何的惊才绝艳！她重结金丹再次走上修真悟道之路，一朝锋芒，一路血杀，一身风华灵修不服？打。武修不服？接着打。什么，魔修不服？某人冲冠一怒为红颜，打的魔都之主登门道,重生异世之魔妃当道,连载
 寻飞,介绍:    本来我只想老老实实的当条哈巴狗，可他们瞧不起我，硬生生的把我逼成一头狼！我的q：1945849161待到秋来九月八，我花开后百花杀。冲天香阵透长安，满城尽带黄金甲。,头狼,连载
 腰斩.,介绍:    星辰界小道消息！！注意！！！朱雀族?公主苏辞，天生金瞳，性格乖戾又傲慢，攻击性极强！诸位道友轻易不要靠近！重要的事情说三遍！！轻易不要靠近！！！正?老老实实待着的苏辞：“……”对于这种情况，她有什么办法？上有?精神分裂疯狂入魔的母皇大人，下有穿越而来诡秘莫测的废材弟弟，外加一个不怀好意青梅竹马的人族少主……这日子真,朱雀戾,连载
 紫苑掌柜,介绍:    “本座三天开气境！你们行吗！”“不行！”数十万修士大军齐喝。江北带着怒气系统重生，修炼？修炼是不可能修炼的，修炼哪有没事闲着的时候气气人，加加点来的舒坦？江北想起来那些人无能狂怒的样子，微微一笑。怒气值又来了！,我气哭了百万修炼者,连载
 懒惰羽,介绍:    她是世人眼中的天骄，是天才眼中的妖孽，是妖孽眼中的变态……她邪魅一笑，刚好她感兴趣的事情之一便是调教天才。她是兽族眼中的恶魔，还是脑子不正常的那种。哎呀，怎么办手又痒了。她冷血冷情却又重情重义，她慵懒邪魅却又杀伐果断。一袭紫衣，绽放绝世风华。片段一：“你是本尊未过门的妻子。”“你是谁？”眉头一挑“本尊是你的夫。““,绝世至尊：凰惊天下,连载
 林林林林缘,介绍:    他，妖魔之王，却被六界封杀在悬崖底下等待机会她，神人合体，炼药天才却被师门背叛而跳下悬崖于是，她与他在悬崖底下相遇来，陪我浪迹天涯哪怕世人再怎么阻碍余生我也要你在我身边,神女临世：魔尊你别傲,连载
 逍遥变,介绍:    经历了人生中最大的苦难，他是否能坚毅的走向未来。一切扑朔迷离的背后，隐藏着怎样的家族秘辛。当这个世界抛弃他的时候，他究竟何去何从。当看到真像，拨开迷雾的时候，他作何选择。,四宇沉浮,连载
 游缺,介绍:    路遥下楼取快递，电梯故障坠落，死后进入一个名叫【进击场的试炼】空间，需通关一个又一个凶险的副本试炼获。本以为成为高级进击者完成最后一场副本就是尽头，谁知前头不过是开胃菜，吃下终极大餐才算完！,空间之召唤深渊恶魔,连载
 枫栾芊眠,介绍:    前世的她生活在末世，她是最强雇佣兵，在经历过末世的腥风血雨之后，建立起了自己的基地，但是却被自己一直所保护着的妹妹和自己的未婚夫联手害死，死后穿越到了东临大陆，成为了北冥家的废物五小姐，爹不疼，娘亲走的早，继母欺负，克扣月钱，只是因为她没有召唤能力，一朝梦醒的血蝶冷笑出声来，呵，废物?不存在的。抬手之间，随随便便就,嫡女驾到：天才召唤师,连载
 鹿杖君,介绍:    【简介】又名《浮云女帝》、《恶魔女帝你别拽》、《沙雕女帝成名史》、《浮云女帝之天道独宠》《女帝蹦蹦跳，女帝炸了！》—。—作为超现代隐世门派的首席元老，慕华的地位就是打出来的，一身武学高深莫测，可却阴沟里翻船，被追杀穿越异世，再好的脾气也忍不了啊？！绝处逢生，这一世穿越成了黎天国左相府的憋屈嫡女，慕华本非池中物，立志,女帝重生也作妖,连载
 xiao少爷,介绍:    　　武道之途，乃与天争命，逆天而行，遭天罚万劫。世间唯有九脉者，脉与天合，顺天而行，身怀天地气运，迎劫渡身，逢凶化吉。　　林辰本乃天赋异禀，为天纵骄子，修途一路高歌，遍处风光。因缘偶得奇功妙诀，断脉重修。从此遭同门羞耻，宗门遗弃，兄弟背叛，处遭唾弃。　　待我重回巅峰，问鼎苍穹，势必一洗前耻，傲世凌天。　　========　　新书群号：272162474，欢迎新老读者加入　　,不死武皇,连载
 黑土冒青烟,介绍:    灵气复苏的时代，武者为尊。,机械武圣,连载
 风青阳,介绍:    【年度火爆热血玄幻】李天命做梦都要笑醒了。他家的宠物，竟然都是传说中的太古混沌巨兽。他的家鸡，是以太阳为食的‘永恒炼狱凤凰’。他的黑猫，是以雷霆炼化万界的‘太初混沌雷魔’。连他家的小强，都是拥有万亿不死分身的‘万界永生兽’……从此，他驾驭十头太古混沌巨兽，化身万古第一混沌神灵，周游诸天万界，踏平无尽神域。万物生灵，诸天神魔，连爬带滚，哀呼颤抖！,万古第一神,连载
 东天不冷,介绍:    千古华夏，多少人杰埋骨？老子西出函谷关，一卷道德经古今共尊。孔圣乘车游六国，半部论语治天下。千古奇人鬼谷子，百家称祖。杀神白起，煌煌杀机六国畏惧。霸王项羽，力拔山兮气盖世。封狼居胥，世无王庭，壮哉霍去病。远古妖庭，十二祖巫，洪荒大神纷出，席卷天下。……“千古人杰、万古神魔，都早已转世在这方世界？”“我可以征召转世人杰、神魔效力？”李子良愣了愣，左手拿着九齿钉耙梳头，右手拿着金箍棒剔牙，狐疑道：,我为天帝召唤群雄,连载
 盛夏老妖,介绍:    剧场一“站住，在跑也是徒劳，给你时间说你最后的遗愿，说不定老夫能够帮你达成。”“我的愿望是现在不用留下，一会不用去医馆，以后不想去西天。”说完只见一阵泥土飞扬，哪里还有人影。剧场二“你知道你离开后最艰难的时候，不是我突破未捷，不是我容颜老去，不是空间的距离，是你不知道我真正要什么，我对你步步追随，你对我极尽苛责，初,萌妖驾到之帝尊请笑纳,连载
 九黎伊人,介绍:    【洪荒流+女强+男强+1v1】情深不知何起，敌不过功名利禄。凌千羽在死亡的那一刻终于明白，她求什么都不该求别人的真心！再次睁眼，活过来的是常青羽，一个冷血无情杀伐果断的狠女人！……初遇时她死里逃生，一身狼狈，他看她魂火中带着微紫，血脉天赋卓绝，收她为徒，却不想她成了他此生挚爱。相逢时他还不是天界妖帝，只是一方大妖，,重生之绝世巫神,连载
 莫默,介绍:    武之巅峰，是孤独，是寂寞，是漫漫求索，是高处不胜寒,武炼巅峰,连载
 连玦,介绍:    晏瑜，太苍府元初女君，九重天第一神！离奇陨落；晏子瑜，大夏苍梧宗宗主的掌上明珠，虽然天生废脉，却集万千宠爱，死于非命；当晏瑜重生成晏子瑜——半年后，晏瑜重回苍梧，外带了满月小萌宝一枚，大夏哗然！无数才俊纷纷登门，各路宗子争相求娶，都想给娃当后爹。可晏瑜觉得，她生娃是想自己玩，男人什么的，能吃吗？并不想要。然而——某,纨绔天医,连载
 青间一壶酒,介绍:    重生前，她是武神后代苏冷离，天赋奇才，无人能敌。重生后，化作病弱娇娇女，以前怎么刀砍血流都没事的身子，如今划破道口子就泪流满面，唇色苍白，随时都能给昏过去。即使如此，只要她还活着一日，就要将那些个仇敌，一个一个地给清算干净。男主os：我爱的人死了，我以后再也不会喜欢别人，这个弱鸡怎么回事？难道她以为凭这种手段能迷惑,美人她弱不禁风,连载
 夏洛封,介绍:    河家村的虎丫，今年两岁了，是个不折不扣的“小母老虎”，用她爹的话说，那就是“虎父无犬女”。虎丫只有一个爹，从未见过自己的娘。但是冥冥之中，虎丫感觉得到，有个人在指引着她向前走。“锄禾日当午，汗滴禾下土谁知我闺女，活像黑心鼠”作为即家大房的老二，即陌一直觉得自己前程似锦。可就在一觉醒来之后，世界没有改变，但是他的人生,彪悍满门,连载
 天颜策,介绍:    俗话说男才女貌，但她是男才女豹！夏汐雪挠挠鼻子，抠了一坨鼻屎，“男才女貌，呸，当它是个屁放掉就是了！”混世小魔王蓝玉嫡公主，在蓝玉国那是一个响当当的大人物！要说这响当当吗，别误会！不是什么琴棋书画样样精通，修为进阶人人称颂，而是菜得掉渣渣！蓝玉国的人，天生拥有灵力奇能、皇族可驾驭神兽。她却生来奇经八脉不通，身上灵源,狂女破天,连载
 流沐锦,介绍:    前世他是被睥睨六界的魔尊，被虐得灰飞烟灭。今生他是众玄门弟子的楷模，被虐得一念成魔。堂堂魔尊追妻一时爽，被虐火葬场，最后被迫养了三千年的花，才得以善终。,魔尊又被虐了,连载
 林霡霂,介绍:    世人皆以为，平凡才是真理，殊不知，异种灵力无处不在。世人皆以为，世界只有唯一，殊不知，踩在脚底下的竟是另一个相同的平行世界。世人皆以为，她只是一介平庸，殊不知，她才是上古天源族真正的守界圣女。你说她不美？她就要惊艳到你哑口无言。你说她不强？她就要突破天际强出宇宙。你说她无人爱？呵呵，看看所有你们垂涎的男人怎么甘愿做,灭世女神君,连载
 柒玖cc,介绍:    一睁眼，发现自己不仅变成了一个手无缚鸡之力的软萌小屁孩，还成了自家徒弟的徒弟，还有比这更悲催的事情吗？某七欲哭无泪，这发展不对啊！他好不容易重生，是为了抱得徒弟归的，怎么就成了自己的徒孙了？还得喊自己的徒弟叫师父？于是便出现了以下场景：某七：“师父，我跟你商量个事呗？”某末：“什么？”某七：“你看能不能把我改成你的,师父请留步,连载
 水豚不是猪猪,介绍:    皇城的人说那苏家的大姑娘是个傻的，真傻的那种也是个命短的，不过十八就断了气儿，扔棺材里给埋了。那国师是极好的不仅相貌好，本事也是一等一的，多少姑娘削尖了脑袋都想嫁给他这俩人一个天上一个地下的差别，为何能凑到一起？皇城里的人是死活没想通,国师今天也是堕落的一天,连载
 灵语凰,"介绍:    缘起缘灭缘终尽,花开花落花归尘。她是全球著名第一洛氏集团的独生女，隐藏身份毒医圣手代号为“凰”的第一异能特工，却因契约五灵鼎，遇神秘女子穿入异世，成为了无法修炼智商三岁的傻女废物？他是腹黑高冷容颜绝世不识人间烟火的王爷，对她一见钟情，从此走上漫漫追妻之路？",腹黑绝宠邪尊医凰,连载
 荒山十七,介绍:    传说虚无大陆中有一片迷幻森林，森林的中央的神鹿守护着一滴眼泪，那是创世女神的眼泪，它可以实现任何你想要的愿望，不老、不死、统御世界的力量。十五年前，日夜守护迷失大陆的圣光消失了，迷失森林开始疯长，植物的根蔓蔓延开来，森林被黑暗笼罩，任何进入其中的生物，都没再出来过。有人对创世神的力量，动了念头。得到这份神的力量，意,拔你一搓狐狸毛,连载
 年妖,介绍:    一颗随侯珠将闳阙(honge)这个武周遗民与嬴政这位千古一帝的命运联系到了一起。从此以后，打架夺宝，杀人越货的勾当干得是越来越顺手。一个活宝，一个闷骚，携手整垮六国，统一天下。下雨了嬴政：伞拿去。闳阕（感动）：那陛下呢？嬴政：寡人的辇车来了。闳阕：滚出去。闳阕：陛下，今天有几匹野马会经过，我们换个地方散步如何？,暴君饲养指南,连载
 木易宁,介绍:    本以为自己会无忧无虑的度过一生幸福的凤顷洛，一场意外，死于非命。当强大的灵魂再生，重生异世，留给世人的印象却是……听闻，顷家大小姐又把五皇子打了，不仅打了，而且还把人挂在城墙上了……听闻，倾顷家大小姐虽然貌不惊人，但是她脑子里的主意，绝对能吓死帝都所有人……听闻，顷家大小姐虽然不能修炼，是十成十的废物，可奈何人家有,顷洛惊华,连载
 绯月天歌,介绍:    【逗逼版简介】：桃夭怎么也没有想到，她不过是趁着师尊闭关后偷偷溜出碧游宫去小姐妹那里串门，却被迫卷入了封神大劫之中。作为一个正统仙家弟子，居然被迫披个小马甲去迷惑人间帝王，桃夭的内心其实是拒绝的。但是---说好了商王是一个好色又无道的昏君的呢？那这个每晚躲在她寿仙宫里弄权的家伙又是谁？！而且谁也没有告诉过她，这个大,封神之大王今天精分了吗,连载
 愚人叮叮,介绍:    林喵，二次元死宅少女漫画家，擅长风格诡谲恐怖少女漫。虽然每天沉浸在恐怖漫画世界，但也不能阻挡林喵健康积极又向上，作为坚定的无神论者毫不动摇，直到遇见……谁来告诉她，为什么从菜市场十元解救的小脏猫变成了傲娇美男？！和喵殿握爪，我是你的救世主？！亚麻色头发褐色眼眸的少女？！林喵欲哭无泪：“殿下，头发是染的！褐色眼瞳的姑,喵殿万万岁,连载
 玲雾,介绍:    末世土特产是什么？超人？丧尸？妖魔？还是各种恐怖的厉鬼？不、不，应该是各种异能者，飞天遁地无所不能，酷炸天的产物。我苏米米，原本也是这类精英之中的精英，却让自已作死给作没了。苍天、大地阿！我后悔了，还好老天爷开眼了，竟然让她开挂了，重生回到了高中时代，人生的转折点。这次姑奶奶绝对不会活的那么窝囊，誓要脚踢白莲花，拳,末世之姐开挂了,连载
 养只猫叫啥,介绍:    本文1v1甜宠，男女双洁?她是花族刚化形的小妖，心大调皮，不谙世事。他是被困兽族结界的人，修为高深，心狠手辣。她误入兽族结界，碰到了似是谪仙的他，从此一眼便是万年。撕白莲，战骨族，闯龙谷……一路斩八方，他都不曾离开。世人都道两人一见钟情，只有他们自己才知道?他们不过是重逢而已。——小剧场——婴勺:“君临君临，戮邺把,我家花妖,连载
 月鸣兔,介绍:    孤儿院出身的贺俊佳在假期带着三个弟弟妹妹郊游的时候发生车祸，平白无故出现的一道山崖让四个?人连人带车的穿越到异世。以强者为尊的异世，召唤师是这个大陆最尊贵的职业，而贺俊佳只是一个刚刚担任主厨的小厨师?。以魂力唤兽，以武力唤兽，以乐器唤兽……在这个不重视食物的大陆，贺俊佳开辟美食?唤兽，养家糊口。弱肉强食，危机四伏的,弑魔大人摸摸头,连载
 西圃斋·华晏,介绍:    她是天界最最‘冷血无情’的女仙，令无数妖魔闻之色变、谈之咂舌；可这样威武的女仙居然死在了一个小妖手上三界一片唏嘘，有妖叹曰：‘天道好轮回’，谁让她当初一枪要了西洲小妖帝的命，如今被一个小妖砍死，活该！就这么过了三万七千年，在三界早忘了这么一号人物时，这位‘冷血无情仙’居然回来了,岁岁漫千年,连载
 落桐秋,介绍:    南明浔，名门之女，仙首掌珠，剑法超群、修为上乘，一介女流跻身高手榜。但性情飞扬跳脱，撩人而不自知，竟悄然无声的闯进了一个和尚的心里。一朝家门变故，父母俱亡，她从血海深仇里归来，变成人人惧怕的女修罗，从此走上了名为“死”的不归路，而后被哥哥抛弃，被亲近之人手刃。重生成为异族不受宠公子的侍女，重回故地只为寻求当年真相，,重生之女修罗归来,连载
 浮生浅梦,介绍:    第一年，他威逼利诱带着记忆不全的她入了八荒殿给她冠上了魔后娘娘的称号，同年，他带着她领略了人间四季红尘。第二年，他为了她与百家对抗，将这山河覆灭，雾灵花落了满地，碎了琉璃殿宇千万。第三年，她逼着他放手，她本该与另一人黄泉白首……第四年……她为了那一纸契约付出了所有！棋局之上，他执黑子落下一步，自此布下将她囚禁在身旁,祭司神妃：魔君，慢走不送,连载
 尘小棠,介绍:    某万人迷大佬慕伊洛一朝被系统绑定，记忆零散，能力却强悍。慕伊洛：虽然不知道是怎么回事，但能学到技能，体验不同人生，很不错。可是，变成女主，路人甲，甚至不存在的人是怎么回事(?o?)？而且后面还有个性格分裂的人每生每世地追着又是怎么回事？系统：宿主主，您怎么又黑化了？不要啊，我害怕……龚遒：媳妇，你不要学技能了好不好,快穿之女神技能点满,连载
 南无云,介绍:    你说是人性本善，还是人性本恶？她不知道，她只知道有罪的人，终究要为自己的行为付出代价，害人者终害己！向天偷的这一条命，她万分珍惜，她不想再让自己在乎的人受到伤害了。她非纯善之人，也无救世之心，不要把她说的那么伟大，她只是一个自私的人，她只想要他们都活着，活在盛世长安。,不正经的废材逆袭,连载
 明玉生烟,介绍:    什么样的痛，能让一个人癫狂成魔？我用十五年的时间去计划杀一个人，最后才发现自己做了一件最愚蠢的事。撕心裂肺，肝肠寸断；魔女临世，修罗堕天。绝望背后，谁才是那道救赎的光？灭世重溯，只为抹去伊人泪。新的轮回，新的开始，曾经的恋人、亲人、友人，又能否在今生相遇，这，是我的人生，我的故事！希望每一个看我书的人，都能把自己当,倾世韶光,连载
 乡土宅男,介绍:    前世，莫辰逸觉得钱不是万能的。可等莫辰逸穿越到一个武道兴盛的时代……他才发现没钱那是万万不能的……这是个关于氪金的故事，讲述一个胖子穿越的传奇。,氪金崛起,连载
 浔阳殇,介绍:    占星知命看天下，漫天星辰为我控。医得众生万千病，招惹是非拿命来！一朝穿越，她重生来到了完全不一样的世界！她不懂这一世界的所有事、物！并且，她的重生，将她变成一个婴儿！不会说话，还不会走路！真是有苦说不出，想逃逃不了！“也罢！就当从头来过！”他是这一方世界的天才！医术得了，却从不救人！别人只知道他的名字，却没有人见到,神医占星师,连载
 汐照灵,介绍:    凤玲珑本是人间一名普通的白富美，拥有人人羡慕的漂亮脸蛋和身材，更有多金又帅气的恋妹哥哥，父母更是对她百依百顺，可入学还不到一周，就出车祸去了地府报到，这狗血的情节也是醉了，竟然被告知有着不为人知的使命要在凤族重生，带着18年的记忆重生到一个小娃娃的身体里，接收着异界资讯，也因此认识了命定的那些人，她能改变这宿命纠缠,凤族有女之凤耀九天,连载
 爱杀,介绍:    简介她是暗夜里最无情的判官，她冷酷无情，她笑看生死，她为复仇而活，却不想在她即将成功之时还是死在了仇人的暗算之下，用血和泪浇铸的二十年复仇之路她又岂能甘心就死？一朝重生回五岁，这一次她甘愿再入魔屠，带着毁灭家族的仇恨成为了一个无心之人。十年的精心算计让她成功回到了仇人身边，三十年的打磨让她成为了心智坚定之人，亲人的,弃女成皇之龙腾傲月,连载
 白青蓝,介绍:    戎马一生的老元帅老无所依，三子三孙，死的死，失踪的失踪，就只剩一个顶级废柴小孙子。本以为元帅会把他当接班人培养，却不想把他宠成了混世小霸王，所到之处鸡飞狗跳。而于此同时堂堂齐慕大国，竟然出现了一个惊世盗仙，传言此女：喜欢挑战高难度，专挑不好偷的下手。真希望这盗仙直接偷走元帅家的小奶狗，一了百了。不可不可！盗仙大人已,惊世盗仙之战神擒妃,连载
 灰萌萌,介绍:    夫人要成魔了，某人紧张三连你若成魔，影响你做我夫人吗？影响我们生包子吗？影响你对我真爱的小心心吗？！不影响啊——那成！拿起屠刀，马上成！——这真的是个正剧囧rz【1v1】【双强互宠】,大道魔医,连载
 池曦梦,介绍:    【一句话简介】我愿穿越千年守护你【正常简介】命运的齿轮开始转动，明月收到神秘老人的时空怀表，发小百里箜与男朋友林峰出意外，明月为挽救穿越时空。怀表失效，意外穿越到千年前，遇到另一个百里箜。以为的巧合都是无声的安排，随着事情发展明月察觉到了她所不知道的一面。【语录简介】“明月在哪，百里就在哪，只要明月需要百里，百里就,穿越千年知箜月,连载
 朝南花,介绍:    瑶花飞处忆瑶姬，一日倾杯十二时。山海经有言:南方天帝之女，名曰瑶姬，未嫁而死，藏于巫山之阳。化草重生，于山林陋巷，遇见千古一帝秦王嬴政。若你百年之后将死，留我一人在这苍穹之下，你可忍心？那我便去寻找长生不老药?，带你看遍天下江川，数遍千万河山纵使天地翻覆。嫦娥说：“帮我织一条银河吧，我想再见到他，这千年广寒宫，着实,九州山海序,连载
 温度哟,介绍:    沐书本生于世家，一出生便注定成为王朝最尊贵的女人，习四书五经，学君子六艺，她能歌善舞，能宫斗，能理政事，无人不称赞她的功绩，她之贤名冠绝天下。而当她扶持自己儿子登基之后，得到的却是一杯毒酒。然，一朝倘然赴死，却没死的彻底，反而遇到了一个奇怪的系统，以及一个自称小渣子的怪玩意，然后开了一间名为浮生的当铺。当铺唯有心有,快穿之娘娘来打脸,连载
 姒萝,介绍:    富可敌国……钱是祖母的；高手如云……都是祖母的手下。厉害都是别人的……不行，自己也要拥有姓名！身世优渥的林暖开启了坎坷的修炼路……（内心os:我不是背景强大的小公主嘛，怎么混的这么惨啊！）,凉暖世界,连载
 思燳,介绍:    没爹没娘只有钱的宋瑾瑜穿越了，这是一个全新的世界。熊爹是护国大将军，外祖家富可敌国，随手捡了个小白兽长大后居然是圣兽一族少主……她上过战场杀过敌，跑进皇宫喝酒砸大殿，一人独闯各大修真门派，平生惟愿笑踏九重天。十六岁那年，与君初相识，不曾想却是宿世的羁绊；本想转身离去，他却步步紧追，一眼便隔了一场前世今生。好吧，男主,是夜照君归,连载
 梦家小君,介绍:    她，梦汐，21世纪的神偷杀手，遭唯一的亲人背叛，携带时空玉戒，坠入深渊，惨淡落幕。她，凌梦汐，一个人人唾弃废物、傻子、不祥，母亲早亡，父亲不爱，亲人不疼。当梦汐穿越成凌梦汐后，她决定好好的过一生，这一世，面对着亲人的陷害，宗门的变故，她扮猪吃老虎，暗中修炼，一步一步的开启了自己的人生轨迹，揭开了自己的身世之谜。他奉,魔王追妻之傻女有毒,连载
 沙栗L,介绍:    世人皆欲，或大或小，一步痴，一步执，一步狂。以欲为引，步步所念。,步步为念,连载
 薪意,介绍:    高武世界，妖魔鬼怪为祸苍生，圣人一剑可断山河，燕宁站立在山巅：“虽然我没有金者交流++书友群：450416188（需全订），普通书友群：392767347（非全订）,没金手指照样无敌,连载
 许氏山庄,介绍:    高中少女许幽，最大的梦想就是找个吃喝等死的工作，然而这一切，都在一个深夜里，被一个叫魍魉的糟老头子破坏了。从此以后，许幽开始进入与“另一个世界”的神秘邂逅，开始一场场惊心动魄的旅行。,就坑师父了！咋滴！,连载
 装喜羊羊,介绍:    世人知，叶家嫡小姐叶凰澜，无法修炼灵气，是个真正的废物。家族没落，父亲被狼心狗肺的亲兄弟害死，母亲也重病缠身，气息奄奄……偌大叶家，摇摇欲坠。而这时，佛口蛇心的表姐将她骗到乱坟岗，活活打死。21世纪悬赏榜上从未掉出前五的顶级杀手遭报应了，悲催穿越。某人表示十分不爽，需要发泄。所以：狼子野心大伯父，害死父亲，侵吞叶家,恶女在上：丹师逆天记,连载
 桓棋,介绍:    “嗯……好热好疼……主人轻点……”女人怀里的狸猫一脸迷醉舒服的暗哼。“闭嘴……洗个热水澡而已，又不是让你进油锅。”夜九眯着眼，白皙修长的手指有一下没一下地撸着它的暖毛。灵狸(┬＿┬)：……（女扮男装。）秦炎两国的最后一役。十四万秦军齐解甲，投降大炎。她困死孤城、斩马饮血。苟延半月，身死灵残。也曾经天纬地、号令三军！,冥帝夜尊,连载
 二堂姐,介绍:    且歌，天煞孤星，出生自带封印，一哭山河同哭，发怒时电闪雷鸣，还有附属性待挖掘。当了14年一心修仙、不辨雌雄的小道士，结果被告知是女儿身。跟着六个师兄插科打诨，修为毫无长进，吃喝嫖赌样样在行。偷看美男洗澡，胡乱救他一命，美男非要以身相许。六道轮回，为人为妖，怎么嫁的都是同一个人？他嚣张狂妄，索取无度，怎么偏偏救了他？,神殿霸宠：妖妃欠收拾,连载
 道门弟子,介绍:    身世成迷的深山少年，缘何能够娶到白富美？身负绝世武功，通天医术，为何被倒地老太太倒打一耙？一分钱难倒英雄汉，叶擎凭什么做到月入百万？,叶擎苏欣儿,连载
 小薄凉,介绍:    曾经，她是武泽大陆修炼天赋最高，乃天神下凡之说的焰将军，她翻手为云覆手为雨，为母国驰骋沙场，挥头颅洒热血，可是到头来，却得来一个‘反叛逆臣’之名。不仅自己性命难保，更是连同火家三千多口人命和五万赤焰军，都在自己同父异母的姐姐手里葬送。让大梁首城怨气冲天更是狠毒掏去父母的心肝喂狗，深如此仇大恨、奇耻大辱，若是不报，枉,冥帝至宠逆天狂妃,连载
 岁熙,介绍:    前世喝口水都要塞牙缝，好不容易攒点小钱准备好好过日子，就被车撞死了。重活一世，养父已经去世，家里一贫如洗，想安安静静种田都没机会。一朝惊喜，天降系统。你以为我要利用系统大杀四方，脚踩绿茶婊，拳击富二代？错了，我只想安安静静的做手工，谁让我得了个生活系统呢！当然那些妄想继续害她的人也别想好过！唉，那个疯子，别抢我馒头,随身系统：重生之全能女神,连载
 时笙顾霆琛,介绍:    我有一个藏在心底的秘密——我爱顾霆琛整整九年。年少时，常尾随他身后。年长时，终于成为他的妻子。但他却不给我爱情，丝毫怜悯都没有。我拿离婚和时家的权势诱惑他谈一场恋爱，他都不为所动。他永远不会记起曾经那个忐忑不安、小心翼翼跟着他身后的小姑娘。直到离婚后，我看清所谓的情深不过是自己感动了自己。甚至直到死我都不知道——我爱的那个如清风般朗月温润的男人从不是他。是我一开始就认错,离开你以后,连载
 雨经弦,介绍:    她本是二十一世纪神医一枚，意外被人害死，魂穿到了白家根本不能修炼的的废物小姐白如墨身上。说她是废物？欺凌她？虐待她？还把她当成物品拿去换了一把剑？人干事？行吧，且看天才神医一朝归来，剑是她的，剑灵是她的；虐待她的全都虐回来；欺凌她的全都还回来；说她是废物的为求灵药百般讨好……而她报完仇功成名就之后却是两耳不闻窗外事,医顾倾城：惑心女魔帝,连载
 观火,介绍:    每个历尽艰辛才能有情人终成眷属的主角背后都曾有过一个美丽歹毒的白月光教会他们爱与成长，在他们明白自己所识非人之后再理所当然地沦落为袖下惹人厌恶的白饭粒……只是，亲爱的，是谁给你资格回头？既然说了爱我，当然就要一直爱下去啊。既然选择了伤害我，当然就要一直愧疚下去啊。既然已经选择了风雨兼程、选择了漫天血雨、选择了黑暗无,白月光她黑化了,连载
 爷本乖张,介绍:    暗黑文案：十六年前的一场车祸，鼎世家族的掌舵人，家破人亡。十六年后，灵异少女突现四九城，几大家族从此，腥风血雨。轻松文案：扮猪吃老虎少女南星，会看风水，收鬼捉妖和撩骚。只是一不小心，突然撩到了一个极品美男。这一下，可是让她激动的…多吃了好几块蛋糕！！！正经文案：景殇陌从来没想过，失而复得，竟然会让他如此的幸福。她是,僵尸小萌妻：帝少，你好甜,连载
 卿卿呀,介绍:    “假若有一日，我觉醒成为怪物，以天下为食粮……”桑衍其实有时候也会期待这么一天，成为最强的一个，看遍山山水水，走一路吃一路，看谁不爽就拿他垫肚子，岂不快哉？……只是到时候，就什么都不知道了。把她带出地狱的院长也好，总爱自称是兄长的同伴也好，还有第一眼见过便心心念念再也忘不掉的那个人也好，全部，都会被从记忆中抹除掉。,入丛岚,连载
